,burger,fries,salad,shake,hour,store_1.0,store_2.0,store_3.0,store_4.0,store_5.0,store_6.0,store_7.0,store_8.0,store_9.0,predict_cluster_kmeans,store
36959,2,2,0,2,18,0,0,0,0,0,0,0,1,0,0,8.0
36960,0,3,3,0,11,0,0,1,0,0,0,0,0,0,2,3.0
36961,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36962,4,4,0,3,18,0,0,0,1,0,0,0,0,0,0,4.0
36963,3,3,0,3,18,0,0,0,0,1,0,0,0,0,0,5.0
36964,1,1,0,0,00,0,0,0,0,0,0,0,0,1,1,9.0
36965,0,1,1,0,12,0,0,1,0,0,0,0,0,0,2,3.0
36966,2,2,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
36967,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
36968,1,2,1,1,13,0,0,0,0,0,0,0,1,0,2,8.0
36969,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36970,4,4,0,4,19,0,0,0,0,0,0,0,0,1,0,9.0
36971,2,2,0,2,15,0,0,0,0,0,0,0,0,1,2,9.0
36972,2,2,0,2,17,0,0,0,0,0,0,1,0,0,0,7.0
36973,0,3,3,0,11,0,0,0,0,0,0,0,1,0,2,8.0
36974,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36975,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
36976,5,5,0,5,18,0,0,0,1,0,0,0,0,0,0,4.0
36977,0,2,2,0,13,1,0,0,0,0,0,0,0,0,2,1.0
36978,2,2,0,2,18,0,0,0,0,0,0,1,0,0,0,7.0
36979,4,4,0,3,18,0,0,0,0,0,0,1,0,0,0,7.0
36980,1,1,0,0,23,0,0,1,0,0,0,0,0,0,0,3.0
36981,4,4,0,3,19,0,0,0,1,0,0,0,0,0,0,4.0
36982,4,4,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
36983,3,3,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
36984,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
36985,2,2,0,2,18,0,0,0,0,0,0,0,0,1,0,9.0
36986,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
36987,1,3,2,0,13,0,0,1,0,0,0,0,0,0,2,3.0
36988,0,1,1,0,13,1,0,0,0,0,0,0,0,0,2,1.0
36989,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36990,3,3,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
36991,3,3,0,3,19,0,0,0,1,0,0,0,0,0,0,4.0
36992,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36993,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
36994,0,2,2,0,13,0,0,0,0,0,0,0,0,1,2,9.0
36995,0,2,2,0,13,0,0,0,0,1,0,0,0,0,2,5.0
36996,1,1,0,0,00,0,0,1,0,0,0,0,0,0,1,3.0
36997,1,2,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
36998,1,1,0,0,13,1,0,0,0,0,0,0,0,0,2,1.0
36999,4,4,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37000,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37001,2,2,0,2,19,0,0,0,0,0,0,1,0,0,0,7.0
37002,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37003,5,5,0,5,19,0,0,0,0,0,0,1,0,0,0,7.0
37004,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37005,4,4,0,0,00,0,0,0,0,1,0,0,0,0,1,5.0
37006,5,5,0,5,18,0,0,0,0,0,0,1,0,0,0,7.0
37007,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37008,0,1,1,0,12,0,1,0,0,0,0,0,0,0,2,2.0
37009,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37010,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37011,4,4,0,4,18,0,0,1,0,0,0,0,0,0,0,3.0
37012,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37013,0,2,2,0,13,0,0,0,1,0,0,0,0,0,2,4.0
37014,0,1,1,0,13,0,0,0,1,0,0,0,0,0,2,4.0
37015,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37016,4,4,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37017,5,5,0,5,17,0,0,0,0,0,0,1,0,0,0,7.0
37018,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37019,0,2,2,0,13,0,0,1,0,0,0,0,0,0,2,3.0
37020,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37021,4,4,0,4,20,0,0,0,0,1,0,0,0,0,0,5.0
37022,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
37023,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37024,1,1,0,0,00,0,0,0,0,0,0,1,0,0,1,7.0
37025,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37026,3,3,0,3,19,0,0,0,0,0,0,0,0,1,0,9.0
37027,1,3,2,1,14,0,1,0,0,0,0,0,0,0,2,2.0
37028,0,5,5,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37029,0,5,5,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37030,2,2,0,1,01,0,1,0,0,0,0,0,0,0,1,2.0
37031,2,5,3,1,12,0,0,0,0,1,0,0,0,0,2,5.0
37032,1,1,0,0,01,0,0,0,0,0,0,1,0,0,1,7.0
37033,3,3,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37034,4,4,0,1,01,0,0,0,1,0,0,0,0,0,1,4.0
37035,4,4,0,3,17,0,0,0,0,0,0,0,0,1,0,9.0
37036,0,5,5,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37037,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37038,0,1,1,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37039,4,5,1,3,17,0,0,0,1,0,0,0,0,0,0,4.0
37040,3,3,0,3,19,0,0,0,0,0,0,1,0,0,0,7.0
37041,0,1,1,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37042,1,1,0,1,12,0,1,0,0,0,0,0,0,0,2,2.0
37043,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37044,0,2,2,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37045,1,1,0,1,19,0,0,0,0,0,0,0,0,1,0,9.0
37046,1,2,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37047,0,1,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37048,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37049,0,1,1,0,12,0,0,0,0,0,0,0,0,1,2,9.0
37050,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37051,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37052,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37053,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37054,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37055,4,4,0,0,00,1,0,0,0,0,0,0,0,0,1,1.0
37056,2,2,0,2,18,0,1,0,0,0,0,0,0,0,0,2.0
37057,5,5,0,2,01,0,0,0,0,0,1,0,0,0,1,6.0
37058,2,2,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37059,1,1,0,0,00,0,0,0,1,0,0,0,0,0,1,4.0
37060,0,4,4,0,21,0,0,0,0,0,0,0,0,1,0,9.0
37061,4,4,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
37062,0,4,4,0,12,0,1,0,0,0,0,0,0,0,2,2.0
37063,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37064,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
37065,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
37066,1,1,0,0,00,0,0,0,1,0,0,0,0,0,1,4.0
37067,0,1,1,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37068,5,5,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37069,4,4,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37070,2,2,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37071,0,2,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37072,1,1,0,0,00,1,0,0,0,0,0,0,0,0,1,1.0
37073,4,4,0,4,20,0,0,0,0,0,0,1,0,0,0,7.0
37074,5,5,0,5,18,0,0,0,0,0,0,1,0,0,0,7.0
37075,0,3,3,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37076,0,1,1,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37077,5,5,0,5,17,0,0,0,0,0,0,0,1,0,0,8.0
37078,1,1,0,1,18,0,0,1,0,0,0,0,0,0,0,3.0
37079,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37080,1,1,0,0,00,0,0,0,0,0,0,0,0,1,1,9.0
37081,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37082,1,1,0,1,01,0,1,0,0,0,0,0,0,0,1,2.0
37083,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37084,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37085,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37086,0,3,3,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37087,0,1,1,0,13,0,0,0,0,0,0,1,0,0,2,7.0
37088,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37089,0,2,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37090,1,3,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37091,5,5,0,1,23,0,1,0,0,0,0,0,0,0,0,2.0
37092,2,2,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
37093,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37094,1,5,4,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37095,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37096,4,4,0,4,17,0,1,0,0,0,0,0,0,0,0,2.0
37097,3,3,0,2,00,0,1,0,0,0,0,0,0,0,1,2.0
37098,0,1,1,0,18,0,0,0,0,0,0,0,0,1,0,9.0
37099,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37100,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
37101,1,1,0,0,00,0,0,0,0,1,0,0,0,0,1,5.0
37102,1,1,0,0,00,0,0,0,0,1,0,0,0,0,1,5.0
37103,5,5,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37104,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37105,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37106,0,3,3,0,13,0,0,0,1,0,0,0,0,0,2,4.0
37107,1,4,3,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37108,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37109,4,5,1,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37110,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37111,0,2,2,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37112,0,2,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37113,1,2,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37114,0,1,1,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37115,5,5,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37116,0,3,3,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37117,1,3,2,1,11,0,0,0,0,0,0,1,0,0,2,7.0
37118,1,1,0,0,00,0,0,0,0,0,0,0,0,1,1,9.0
37119,0,1,1,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37120,1,2,1,1,12,0,0,0,0,0,0,0,1,0,2,8.0
37121,5,5,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
37122,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37123,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37124,3,3,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37125,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37126,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37127,1,2,1,1,17,0,1,0,0,0,0,0,0,0,0,2.0
37128,0,2,2,0,11,0,0,0,0,0,0,0,1,0,2,8.0
37129,3,3,0,3,18,0,0,0,0,0,1,0,0,0,0,6.0
37130,3,4,1,3,19,0,0,0,1,0,0,0,0,0,0,4.0
37131,0,3,3,0,11,0,0,0,0,0,0,0,1,0,2,8.0
37132,4,4,0,4,18,0,0,0,1,0,0,0,0,0,0,4.0
37133,3,3,0,1,23,0,0,0,0,0,1,0,0,0,0,6.0
37134,5,5,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37135,3,3,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
37136,3,3,0,2,18,0,0,0,1,0,0,0,0,0,0,4.0
37137,5,5,0,5,19,0,0,0,1,0,0,0,0,0,0,4.0
37138,0,1,1,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37139,0,3,3,0,14,0,0,0,0,0,0,0,0,1,2,9.0
37140,1,1,0,0,23,0,0,0,0,0,0,0,1,0,0,8.0
37141,0,5,5,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37142,2,3,1,2,16,0,0,0,0,0,0,1,0,0,0,7.0
37143,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37144,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
37145,2,2,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37146,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37147,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37148,4,4,0,4,16,0,0,0,0,0,0,1,0,0,0,7.0
37149,0,2,2,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37150,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37151,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37152,0,5,5,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37153,2,2,0,2,19,0,0,0,0,0,0,1,0,0,0,7.0
37154,2,2,0,2,01,0,1,0,0,0,0,0,0,0,1,2.0
37155,0,3,3,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37156,0,1,1,0,12,0,0,0,1,0,0,0,0,0,2,4.0
37157,0,1,1,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37158,4,5,1,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37159,3,3,0,1,01,0,1,0,0,0,0,0,0,0,1,2.0
37160,2,2,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37161,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37162,0,5,5,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37163,1,1,0,1,18,0,0,0,0,0,0,0,0,1,0,9.0
37164,0,3,3,0,12,0,0,0,0,0,1,0,0,0,2,6.0
37165,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
37166,1,3,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37167,0,2,2,0,16,0,0,0,0,1,0,0,0,0,2,5.0
37168,3,4,1,3,18,0,0,0,0,1,0,0,0,0,0,5.0
37169,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37170,1,1,0,0,01,0,0,1,0,0,0,0,0,0,1,3.0
37171,1,1,0,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37172,5,5,0,1,00,0,0,0,0,1,0,0,0,0,1,5.0
37173,4,5,1,2,18,0,0,0,0,0,0,0,0,1,0,9.0
37174,1,1,0,1,23,0,0,0,0,0,1,0,0,0,0,6.0
37175,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37176,0,1,1,0,12,0,0,0,0,0,1,0,0,0,2,6.0
37177,4,4,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
37178,5,5,0,5,18,0,0,0,1,0,0,0,0,0,0,4.0
37179,5,5,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37180,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37181,0,3,3,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37182,0,1,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37183,0,2,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37184,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37185,0,3,3,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37186,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37187,1,3,2,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37188,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37189,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37190,0,2,2,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37191,5,5,0,1,00,0,0,1,0,0,0,0,0,0,1,3.0
37192,5,5,0,5,16,0,0,0,1,0,0,0,0,0,0,4.0
37193,4,4,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37194,2,2,0,2,00,0,1,0,0,0,0,0,0,0,1,2.0
37195,2,3,1,2,18,0,0,0,0,0,0,0,0,1,0,9.0
37196,0,1,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37197,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37198,5,5,0,5,20,0,0,0,0,0,0,0,1,0,0,8.0
37199,3,3,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
37200,0,2,2,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37201,5,5,0,4,20,0,0,0,0,0,0,0,0,1,0,9.0
37202,5,5,0,5,19,1,0,0,0,0,0,0,0,0,0,1.0
37203,0,2,2,0,11,0,0,0,0,0,0,1,0,0,2,7.0
37204,1,1,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37205,1,5,4,1,13,0,0,0,0,1,0,0,0,0,2,5.0
37206,1,2,1,0,23,0,1,0,0,0,0,0,0,0,0,2.0
37207,1,1,0,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37208,0,3,3,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37209,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37210,4,4,0,1,15,0,0,0,0,0,0,1,0,0,0,7.0
37211,0,1,1,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37212,0,2,2,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37213,0,3,3,0,11,1,0,0,0,0,0,0,0,0,2,1.0
37214,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37215,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
37216,0,1,1,0,11,0,0,0,0,0,0,0,1,0,2,8.0
37217,2,3,1,2,16,0,0,0,1,0,0,0,0,0,0,4.0
37218,4,4,0,4,18,1,0,0,0,0,0,0,0,0,0,1.0
37219,2,2,0,1,01,0,0,0,0,0,1,0,0,0,1,6.0
37220,0,3,3,0,12,0,0,0,0,0,1,0,0,0,2,6.0
37221,0,1,1,0,22,0,0,0,0,1,0,0,0,0,0,5.0
37222,1,2,1,1,13,1,0,0,0,0,0,0,0,0,2,1.0
37223,2,2,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37224,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37225,3,3,0,3,18,0,0,0,1,0,0,0,0,0,0,4.0
37226,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
37227,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37228,0,3,3,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37229,3,4,1,3,16,0,0,0,0,0,0,0,0,1,0,9.0
37230,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37231,5,5,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37232,2,2,0,2,18,0,0,0,0,0,0,0,0,1,0,9.0
37233,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37234,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
37235,3,3,0,1,00,1,0,0,0,0,0,0,0,0,1,1.0
37236,1,1,0,1,11,0,0,0,0,0,0,0,1,0,2,8.0
37237,0,2,2,0,13,0,0,0,0,0,0,0,1,0,2,8.0
37238,3,3,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37239,0,3,3,0,13,0,0,0,0,0,0,0,0,1,2,9.0
37240,0,1,1,0,12,0,0,0,0,0,0,0,1,0,2,8.0
37241,5,5,0,5,18,0,0,0,0,0,0,0,0,1,0,9.0
37242,5,5,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37243,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37244,1,4,3,1,12,0,0,0,0,0,0,0,1,0,2,8.0
37245,2,4,2,2,18,0,0,0,0,0,0,0,0,1,0,9.0
37246,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37247,5,5,0,5,16,0,0,0,0,0,0,1,0,0,0,7.0
37248,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37249,0,3,3,0,12,0,0,0,0,0,1,0,0,0,2,6.0
37250,0,1,1,0,13,1,0,0,0,0,0,0,0,0,2,1.0
37251,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37252,0,1,1,0,20,0,1,0,0,0,0,0,0,0,0,2.0
37253,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37254,2,2,0,1,01,0,0,0,0,0,1,0,0,0,1,6.0
37255,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37256,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
37257,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37258,4,4,0,2,16,0,0,1,0,0,0,0,0,0,0,3.0
37259,1,4,3,1,11,0,1,0,0,0,0,0,0,0,2,2.0
37260,2,2,0,2,17,0,0,0,1,0,0,0,0,0,0,4.0
37261,2,5,3,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37262,0,1,1,0,11,0,0,0,0,0,0,0,1,0,2,8.0
37263,3,3,0,2,17,0,0,1,0,0,0,0,0,0,0,3.0
37264,5,5,0,5,18,0,0,0,1,0,0,0,0,0,0,4.0
37265,2,2,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37266,0,2,2,0,12,0,0,0,1,0,0,0,0,0,2,4.0
37267,0,2,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37268,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37269,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37270,0,3,3,0,20,0,0,0,0,0,0,0,1,0,0,8.0
37271,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37272,0,2,2,0,11,0,0,1,0,0,0,0,0,0,2,3.0
37273,2,2,0,2,16,0,0,0,1,0,0,0,0,0,0,4.0
37274,2,2,0,1,00,0,0,0,0,0,0,0,0,1,1,9.0
37275,0,3,3,0,13,0,0,1,0,0,0,0,0,0,2,3.0
37276,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37277,0,1,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
37278,4,4,0,4,17,0,0,0,1,0,0,0,0,0,0,4.0
37279,0,3,3,0,11,0,0,0,0,0,0,1,0,0,2,7.0
37280,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37281,5,5,0,5,17,0,0,0,0,0,0,1,0,0,0,7.0
37282,0,1,1,0,11,0,0,0,0,0,0,0,1,0,2,8.0
37283,1,2,1,1,12,0,0,0,0,0,0,0,1,0,2,8.0
37284,4,5,1,4,18,0,0,0,0,0,0,1,0,0,0,7.0
37285,0,1,1,0,15,0,0,0,0,0,1,0,0,0,2,6.0
37286,1,2,1,0,13,0,0,0,0,0,1,0,0,0,2,6.0
37287,5,5,0,5,17,0,0,0,0,0,0,0,0,1,0,9.0
37288,3,3,0,2,18,0,0,0,1,0,0,0,0,0,0,4.0
37289,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
37290,1,2,1,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37291,0,1,1,0,13,1,0,0,0,0,0,0,0,0,2,1.0
37292,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37293,2,2,0,2,20,0,0,0,1,0,0,0,0,0,0,4.0
37294,3,3,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37295,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
37296,0,1,1,0,12,0,0,0,0,0,0,0,0,1,2,9.0
37297,3,3,0,3,17,0,0,0,0,0,0,0,0,1,0,9.0
37298,0,1,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
37299,2,3,1,2,17,0,0,0,0,0,0,1,0,0,0,7.0
37300,4,4,0,4,19,0,0,0,0,0,0,0,0,1,0,9.0
37301,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
37302,2,2,0,2,18,0,0,0,1,0,0,0,0,0,0,4.0
37303,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37304,4,4,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
37305,4,4,0,4,20,0,0,0,0,0,0,1,0,0,0,7.0
37306,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37307,0,3,3,0,12,0,0,0,0,1,0,0,0,0,2,5.0
37308,4,4,0,3,18,0,0,0,0,0,0,0,1,0,0,8.0
37309,4,4,0,4,17,0,0,0,1,0,0,0,0,0,0,4.0
37310,1,1,0,0,00,1,0,0,0,0,0,0,0,0,1,1.0
37311,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
37312,3,4,1,0,00,0,0,0,0,0,0,0,0,1,1,9.0
37313,0,2,2,0,11,0,1,0,0,0,0,0,0,0,2,2.0
37314,2,2,0,1,17,0,0,0,0,0,0,0,0,1,0,9.0
37315,2,2,0,1,00,0,0,0,0,1,0,0,0,0,1,5.0
37316,0,1,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
37317,1,2,1,1,19,0,0,0,0,0,0,0,1,0,0,8.0
37318,4,4,0,4,18,0,0,0,0,1,0,0,0,0,0,5.0
37319,3,4,1,3,17,0,0,0,0,1,0,0,0,0,0,5.0
37320,1,3,2,0,14,0,0,1,0,0,0,0,0,0,2,3.0
37321,2,2,0,0,23,0,0,1,0,0,0,0,0,0,0,3.0
37322,3,5,2,3,17,0,0,0,1,0,0,0,0,0,0,4.0
37323,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
37324,0,1,1,0,16,0,0,0,0,0,0,0,1,0,2,8.0
37325,3,4,1,3,18,0,0,0,0,0,0,0,0,1,0,9.0
37326,0,3,3,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37327,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37328,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
37329,0,2,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
37330,5,5,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37331,2,2,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
37332,1,2,1,1,12,1,0,0,0,0,0,0,0,0,2,1.0
37333,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
37334,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
